豹豪国际,城区大唐美食街,6336999
硬石俱乐部,城区新华中路与兰新东路交叉处向西200米路南,3684258
枫林KTV,城区和诚东路新华南路交叉处向东100米路北,6789592
龙凤KTV,城区朝阳路1399-5号,18993777800
太阳城KTV,城区迎宾东路与新华南路交叉处向南100米路西,6321555
都市夜归人,城区德轩路366_9号,6338117
凤凰传奇KTV,城区新华中路29号,3600011
皇家歌汇,城区新华南路2108-2号,6239777
水尚金座私家会所,城区体育大道与和诚东路交叉处向西100米路北,3608666
金狮公馆,城区紫轩路,6305999
台北纯k,城区大唐美食街,18394095211
华通娱乐城,城区迎宾西路与阳关路交叉处向东300米路南,3670181
