香巴拉音乐城,623023,313省道,5125885
新天地量贩KTV(城关南街店),623023,313省道,5121889
名典火吧,623023,313省道,5121886
夜维娜KTV,623001,三国演义对面,8217776
好心情量贩KTV,623001,知合玛路,8252222
豪乐迪,623021,306省道,8241655
爱乐火吧,623001,师专家属楼对面,8260789
欢乐时光,623027,311省道,3271060
永乐宫KTV,623024,兴迭西街,5676666
往日情怀演歌厅,623001,团结东路,6122500
新世纪休闲会所,623001,畜牧局院内,8212069
