皇家一号,513225,边边街46号,7768222
新境界KTV,513224,金珠街,2831128
消防大队对面,茂县,禹羌大桥,7437888
沸点Ktv,513231,302省道,6660555
九频道KTV包间,513232,建设北街,2298444
金郎会所,513229,政府街,2786222
星梦Ktv,理县,朴头镇,13795795568
外滩88KTV,513229,滨河路绒兴家园3楼,2838888
董氏娱乐会所,513225,200乡道,7725444
临江八号KTV,513224,顺城北路,18283794888
沸点Ktv,理县,洽唐东街,6660555
乐乐娱乐城,513232,曙光路,2291199
梦红源会所,513233,阳嘎中街商业广场3楼,2661666
草原聚,513229,龙让乡供销社,13551650634
消防大对对面,茂县,云栖酒店,7437888
JM音乐空间,513229,边边街,15281533083
