银河星宇KTV,530926,团结路,6517487
名流娱乐城(Z020店),530902,南天路1221号,2128716
揽月楼KTV量贩广场,云县,云州路,3210998
梦幻帝国KTV,530926,中缅路中段,6521567
金朝来龙KTV,云县,云雅线,3229997
金色年华,530926,中缅路西段,13988353846
经典岁月,530926,金旺路,6521119
昆明中美摩配驻耿马分店,530926,建设路161号,6126218
中缅K歌城,530926,中缅路中段,6520688
空中港湾娱乐会所,530902,沧江路附近,2157776
红6K歌城,530927,广允路南段,7122013
沧源,530902,城南路,7122762
联升堰KTV,530925,贝米路32号,13988330463
开心乐园,530926,艾叶大道,15987251650
沧江印象娱乐会所,530902,圈掌街与南天路交叉口东北角,2125678
花样年华娱乐会所,530902,人民路,6125511
金海岸娱乐城,530925,允景路9号,7626601
