浪漫昆仑娱乐会所,653226,旺客隆超市3楼,15199721119
皇家娱乐会所,653201,迎宾路423号,6166888
锦源休闲娱乐城KTV,653201,客运站北侧,6750818
大世界娱乐城,653201,阿恰西路3号,2030836
好莱坞歌舞厅,653201,迎宾路232号,13139696719
