红馆国际娱乐会所,451423,独山路,8823999
经典百度KTV,451424,桃源路630102,3688998
夜猫KTV,江州区建设路,15877110009
乐巢,江州区城西路三岔路口左侧,7837222
好乐城KTV,451421,长安街1号,7510108
新大陆,451421,新宁街中,7516333
钱柜会所KTV,江州区新民路东盟商贸广场,7837188
芳澜娱乐城,451423,天宝路,3525788
零点KTV,江州区江南路,7964111
壹佰度KTV酒吧,451421,江滨北路,8628188
帝豪会所KTV,451421,城中镇江滨大道一支路,8631888
维多利亚夜总会,451481,祥河西街,8525888
唐会俱乐部KTV,451481,银兴街6-8号,8535038
喜羊羊KTV,451424,伦理路101号,15077011998
金尊娱乐会所,江州区闽台2楼,7660666
嘉年华KTV,451421,江滨北路,8626666
金龙夜总会,江州区独山路192-3号,8850888
美音美会所,451421,江滨北路,8628288
大富豪娱乐城,451481,南大路,8522666
鼎龙,451421,永宁街,7526555
金海岸,451421,扶绥商业步行街,7510018
天涯海角KTV,江州区江南路,7828846
源泉心城KTV,451421,永宁街,7532222
花果山,江州区江南路191号,7836008
祥城名仕娱乐会所,451481,北大路,18978135280
帝豪商务大酒店,451421,岜晓路,7511111
青岛啤酒扎啤城KTV,451423,独山路,8813881
金乐巢KTV,451481,银兴街,8530868
爱乐KTV,451422,和平大道,8722788
信用社,451424,雷平镇,3724484
七星假日,江州区沿山路,7820866
好声音,451425,下雷镇锰矿桥头,3784369
森迪娱乐会所,451421,江滨北路,8633388
哥顿KTV,451423,天宝路,3533888
红玫瑰休闲庄,451481,祥河东街,8536808
森迪KTV,451481,银兴街,8530800
万豪娱乐会所KTV,451423,独山路二眼桥小区二3号,8811999
金沙国际娱乐会所,451423,独山路192-3号,8850888
