大地飞歌,433123,虹轿中路93号东升商业广场2楼,2150111
糖果KTV,433101,八月楼新一佳2楼,8660099
小旋风,433122,朝阳路,4262366
歌酷量贩K歌城,433101,州人民医院附近,2168158
秀唱主题式KTV,433101,团结路商业城欧亚吉商场6楼,8259777
433130,长沙路一品名都2楼,2183888
风临水岸,433123,建设路22号,3212488
金天假日酒店,433130,长沙路,6767111
